,Unnamed: 0,Date,Host,Result,Guest,Status,Season,Host: Average shots stvor,Guest: Average shots stvor,Host: Average corner situation,Guest: Average corner situation,Host: SCR,Guest: SCR,Host: Ball control,Guest: Ball control,Host: current season market value,Guest: current season market value
126,126,01.03.2020,Cagliari,3 : 4,Roma,Завершен,italy-serie-a-2019-2020,4.05,5.71,4.05,7.03,0.15283842794759825,0.14992503748125938,45.37,53.03,€167.83m,€392.73m
127,127,01.03.2020,Lecce,2 : 7,Atalanta,Завершен,italy-serie-a-2019-2020,4.58,7.34,4.79,6.53,0.13888888888888887,0.1882693700217234,44.58,57.63,€52.33m,€291.43m
128,128,29.02.2020,Napoli,2 : 1,Torino,Завершен,italy-serie-a-2019-2020,6.21,3.89,5.84,4.74,0.11976047904191618,0.13303769401330376,59.32,47.45,€548.28m,€163.55m
129,129,29.02.2020,Lazio,2 : 0,Bologna,Завершен,italy-serie-a-2019-2020,5.95,4.53,5.74,6.0,0.18229166666666669,0.1269265639165911,50.45,52.87,€303.88m,€129.65m
130,130,21.06.2020,Inter,2 : 1,Sampdoria,Завершен,italy-serie-a-2019-2020,6.18,4.66,6.18,5.13,0.17170891251022077,0.11423550087873462,54.21,42.53,€606.05m,€135.28m
131,131,21.06.2020,Atalanta,4 : 1,Sassuolo,Завершен,italy-serie-a-2019-2020,7.34,5.29,6.53,5.45,0.1882693700217234,0.16869728209934395,57.63,57.71,€291.43m,€167.98m
132,132,20.06.2020,Hellas Verona,2 : 1,Cagliari,Завершен,italy-serie-a-2019-2020,4.45,4.05,5.45,4.05,0.14134275618374556,0.15283842794759825,49.68,45.37,€112.53m,€167.83m
133,133,20.06.2020,Torino,1 : 1,Parma,Завершен,italy-serie-a-2019-2020,3.89,4.11,4.74,4.39,0.13303769401330376,0.15739769150052466,47.45,43.63,€163.55m,€128.75m
134,134,23.02.2020,Roma,4 : 0,Lecce,Завершен,italy-serie-a-2019-2020,5.71,4.58,7.03,4.79,0.14992503748125938,0.13888888888888887,53.03,44.58,€392.73m,€52.33m
135,135,23.02.2020,Genoa,2 : 3,Lazio,Завершен,italy-serie-a-2019-2020,4.13,5.95,4.37,5.74,0.13921113689095127,0.18229166666666669,49.37,50.45,€142.38m,€303.88m
136,136,22.02.2020,Fiorentina,1 : 1,Milan,Завершен,italy-serie-a-2019-2020,5.08,5.21,5.5,5.47,0.12404580152671756,0.13385826771653545,47.53,55.24,€302.23m,€404.33m
137,137,22.02.2020,SPAL,1 : 2,Juventus,Завершен,italy-serie-a-2019-2020,3.34,6.26,4.16,6.18,0.07179487179487179,0.14695077149155034,46.55,58.16,€73.63m,€661.88m
138,138,22.02.2020,Bologna,1 : 1,Udinese,Завершен,italy-serie-a-2019-2020,4.53,3.92,6.0,5.26,0.1269265639165911,0.10559662090813093,52.87,44.66,€129.65m,€121.08m
139,139,21.02.2020,Brescia,1 : 2,Napoli,Завершен,italy-serie-a-2019-2020,3.68,6.21,4.21,5.84,0.11138613861386139,0.11976047904191618,40.05,59.32,€83.23m,€548.28m
140,140,17.02.2020,Milan,1 : 0,Torino,Завершен,italy-serie-a-2019-2020,5.21,3.89,5.47,4.74,0.13385826771653545,0.13303769401330376,55.24,47.45,€404.33m,€163.55m
141,141,16.02.2020,Lazio,2 : 1,Inter,Завершен,italy-serie-a-2019-2020,5.95,6.18,5.74,6.18,0.18229166666666669,0.17170891251022077,50.45,54.21,€303.88m,€606.05m
142,142,16.02.2020,Cagliari,0 : 1,Napoli,Завершен,italy-serie-a-2019-2020,4.05,6.21,4.05,5.84,0.15283842794759825,0.11976047904191618,45.37,59.32,€167.83m,€548.28m
143,143,16.02.2020,Juventus,2 : 0,Brescia,Завершен,italy-serie-a-2019-2020,6.26,3.68,6.18,4.21,0.14695077149155034,0.11138613861386139,58.16,40.05,€661.88m,€83.23m
144,144,16.02.2020,Sampdoria,1 : 5,Fiorentina,Завершен,italy-serie-a-2019-2020,4.66,5.08,5.13,5.5,0.11423550087873462,0.12404580152671756,42.53,47.53,€135.28m,€302.23m
145,145,16.02.2020,Sassuolo,0 : 1,Parma,Завершен,italy-serie-a-2019-2020,5.29,4.11,5.45,4.39,0.16869728209934395,0.15739769150052466,57.71,43.63,€167.98m,€128.75m
146,146,16.02.2020,Udinese,0 : 0,Hellas Verona,Завершен,italy-serie-a-2019-2020,3.92,4.45,5.26,5.45,0.10559662090813093,0.14134275618374556,44.66,49.68,€121.08m,€112.53m
147,147,15.02.2020,Atalanta,2 : 1,Roma,Завершен,italy-serie-a-2019-2020,7.34,5.71,6.53,7.03,0.1882693700217234,0.14992503748125938,57.63,53.03,€291.43m,€392.73m
148,148,15.02.2020,Bologna,0 : 3,Genoa,Завершен,italy-serie-a-2019-2020,4.53,4.13,6.0,4.37,0.1269265639165911,0.13921113689095127,52.87,49.37,€129.65m,€142.38m
149,149,15.02.2020,Lecce,2 : 1,SPAL,Завершен,italy-serie-a-2019-2020,4.58,3.34,4.79,4.16,0.13888888888888887,0.07179487179487179,44.58,46.55,€52.33m,€73.63m
150,150,09.02.2020,Inter,4 : 2,Milan,Завершен,italy-serie-a-2019-2020,6.18,5.21,6.18,5.47,0.17170891251022077,0.13385826771653545,54.21,55.24,€606.05m,€404.33m
151,151,09.02.2020,Parma,0 : 1,Lazio,Завершен,italy-serie-a-2019-2020,4.11,5.95,4.39,5.74,0.15739769150052466,0.18229166666666669,43.63,50.45,€128.75m,€303.88m
152,152,09.02.2020,Genoa,1 : 0,Cagliari,Завершен,italy-serie-a-2019-2020,4.13,4.05,4.37,4.05,0.13921113689095127,0.15283842794759825,49.37,45.37,€142.38m,€167.83m
153,153,09.02.2020,Napoli,2 : 3,Lecce,Завершен,italy-serie-a-2019-2020,6.21,4.58,5.84,4.79,0.11976047904191618,0.13888888888888887,59.32,44.58,€548.28m,€52.33m
154,154,09.02.2020,Brescia,1 : 1,Udinese,Завершен,italy-serie-a-2019-2020,3.68,3.92,4.21,5.26,0.11138613861386139,0.10559662090813093,40.05,44.66,€83.23m,€121.08m
155,155,09.02.2020,SPAL,1 : 2,Sassuolo,Завершен,italy-serie-a-2019-2020,3.34,5.29,4.16,5.45,0.07179487179487179,0.16869728209934395,46.55,57.71,€73.63m,€167.98m
156,156,08.02.2020,Hellas Verona,2 : 1,Juventus,Завершен,italy-serie-a-2019-2020,4.45,6.26,5.45,6.18,0.14134275618374556,0.14695077149155034,49.68,58.16,€112.53m,€661.88m
157,157,08.02.2020,Torino,1 : 3,Sampdoria,Завершен,italy-serie-a-2019-2020,3.89,4.66,4.74,5.13,0.13303769401330376,0.11423550087873462,47.45,42.53,€163.55m,€135.28m
158,158,08.02.2020,Fiorentina,1 : 2,Atalanta,Завершен,italy-serie-a-2019-2020,5.08,7.34,5.5,6.53,0.12404580152671756,0.1882693700217234,47.53,57.63,€302.23m,€291.43m
159,159,07.02.2020,Roma,2 : 3,Bologna,Завершен,italy-serie-a-2019-2020,5.71,4.53,7.03,6.0,0.14992503748125938,0.1269265639165911,53.03,52.87,€392.73m,€129.65m
160,160,03.02.2020,Sampdoria,2 : 4,Napoli,Завершен,italy-serie-a-2019-2020,4.66,6.21,5.13,5.84,0.11423550087873462,0.11976047904191618,42.53,59.32,€135.28m,€548.28m
161,161,02.02.2020,Udinese,0 : 2,Inter,Завершен,italy-serie-a-2019-2020,3.92,6.18,5.26,6.18,0.10559662090813093,0.17170891251022077,44.66,54.21,€121.08m,€606.05m
162,162,02.02.2020,Lecce,4 : 0,Torino,Завершен,italy-serie-a-2019-2020,4.58,3.89,4.79,4.74,0.13888888888888887,0.13303769401330376,44.58,47.45,€52.33m,€163.55m
163,163,02.02.2020,Atalanta,2 : 2,Genoa,Завершен,italy-serie-a-2019-2020,7.34,4.13,6.53,4.37,0.1882693700217234,0.13921113689095127,57.63,49.37,€291.43m,€142.38m
164,164,02.02.2020,Milan,1 : 1,Hellas Verona,Завершен,italy-serie-a-2019-2020,5.21,4.45,5.47,5.45,0.13385826771653545,0.14134275618374556,55.24,49.68,€404.33m,€112.53m
165,165,02.02.2020,Lazio,5 : 1,SPAL,Завершен,italy-serie-a-2019-2020,5.95,3.34,5.74,4.16,0.18229166666666669,0.07179487179487179,50.45,46.55,€303.88m,€73.63m
166,166,02.02.2020,Juventus,3 : 0,Fiorentina,Завершен,italy-serie-a-2019-2020,6.26,5.08,6.18,5.5,0.14695077149155034,0.12404580152671756,58.16,47.53,€661.88m,€302.23m
167,167,01.02.2020,Sassuolo,4 : 2,Roma,Завершен,italy-serie-a-2019-2020,5.29,5.71,5.45,7.03,0.16869728209934395,0.14992503748125938,57.71,53.03,€167.98m,€392.73m
168,168,01.02.2020,Cagliari,2 : 2,Parma,Завершен,italy-serie-a-2019-2020,4.05,4.11,4.05,4.39,0.15283842794759825,0.15739769150052466,45.37,43.63,€167.83m,€128.75m
169,169,01.02.2020,Bologna,2 : 1,Brescia,Завершен,italy-serie-a-2019-2020,4.53,3.68,6.0,4.21,0.1269265639165911,0.11138613861386139,52.87,40.05,€129.65m,€83.23m
170,170,26.01.2020,Napoli,2 : 1,Juventus,Завершен,italy-serie-a-2019-2020,6.21,6.26,5.84,6.18,0.11976047904191618,0.14695077149155034,59.32,58.16,€548.28m,€661.88m
171,171,26.01.2020,Roma,1 : 1,Lazio,Завершен,italy-serie-a-2019-2020,5.71,5.95,7.03,5.74,0.14992503748125938,0.18229166666666669,53.03,50.45,€392.73m,€303.88m
172,172,26.01.2020,Hellas Verona,3 : 0,Lecce,Завершен,italy-serie-a-2019-2020,4.45,4.58,5.45,4.79,0.14134275618374556,0.13888888888888887,49.68,44.58,€112.53m,€52.33m
173,173,26.01.2020,Sampdoria,0 : 0,Sassuolo,Завершен,italy-serie-a-2019-2020,4.66,5.29,5.13,5.45,0.11423550087873462,0.16869728209934395,42.53,57.71,€135.28m,€167.98m
174,174,26.01.2020,Parma,2 : 0,Udinese,Завершен,italy-serie-a-2019-2020,4.11,3.92,4.39,5.26,0.15739769150052466,0.10559662090813093,43.63,44.66,€128.75m,€121.08m
175,175,26.01.2020,Inter,1 : 1,Cagliari,Завершен,italy-serie-a-2019-2020,6.18,4.05,6.18,4.05,0.17170891251022077,0.15283842794759825,54.21,45.37,€606.05m,€167.83m
176,176,25.01.2020,Torino,0 : 7,Atalanta,Завершен,italy-serie-a-2019-2020,3.89,7.34,4.74,6.53,0.13303769401330376,0.1882693700217234,47.45,57.63,€163.55m,€291.43m
177,177,25.01.2020,Fiorentina,0 : 0,Genoa,Завершен,italy-serie-a-2019-2020,5.08,4.13,5.5,4.37,0.12404580152671756,0.13921113689095127,47.53,49.37,€302.23m,€142.38m
178,178,25.01.2020,SPAL,1 : 3,Bologna,Завершен,italy-serie-a-2019-2020,3.34,4.53,4.16,6.0,0.07179487179487179,0.1269265639165911,46.55,52.87,€73.63m,€129.65m
179,179,24.01.2020,Brescia,0 : 1,Milan,Завершен,italy-serie-a-2019-2020,3.68,5.21,4.21,5.47,0.11138613861386139,0.13385826771653545,40.05,55.24,€83.23m,€404.33m
180,180,20.01.2020,Atalanta,1 : 2,SPAL,Завершен,italy-serie-a-2019-2020,7.34,3.34,6.53,4.16,0.1882693700217234,0.07179487179487179,57.63,46.55,€291.43m,€73.63m
181,181,19.01.2020,Juventus,2 : 1,Parma,Завершен,italy-serie-a-2019-2020,6.26,4.11,6.18,4.39,0.14695077149155034,0.15739769150052466,58.16,43.63,€661.88m,€128.75m
182,182,19.01.2020,Genoa,1 : 3,Roma,Завершен,italy-serie-a-2019-2020,4.13,5.71,4.37,7.03,0.13921113689095127,0.14992503748125938,49.37,53.03,€142.38m,€392.73m
183,183,19.01.2020,Brescia,2 : 2,Cagliari,Завершен,italy-serie-a-2019-2020,3.68,4.05,4.21,4.05,0.11138613861386139,0.15283842794759825,40.05,45.37,€83.23m,€167.83m
184,184,19.01.2020,Bologna,1 : 1,Hellas Verona,Завершен,italy-serie-a-2019-2020,4.53,4.45,6.0,5.45,0.1269265639165911,0.14134275618374556,52.87,49.68,€129.65m,€112.53m
185,185,19.01.2020,Lecce,1 : 1,Inter,Завершен,italy-serie-a-2019-2020,4.58,6.18,4.79,6.18,0.13888888888888887,0.17170891251022077,44.58,54.21,€52.33m,€606.05m
186,186,19.01.2020,Milan,3 : 2,Udinese,Завершен,italy-serie-a-2019-2020,5.21,3.92,5.47,5.26,0.13385826771653545,0.10559662090813093,55.24,44.66,€404.33m,€121.08m
187,187,18.01.2020,Napoli,0 : 2,Fiorentina,Завершен,italy-serie-a-2019-2020,6.21,5.08,5.84,5.5,0.11976047904191618,0.12404580152671756,59.32,47.53,€548.28m,€302.23m
188,188,18.01.2020,Sassuolo,2 : 1,Torino,Завершен,italy-serie-a-2019-2020,5.29,3.89,5.45,4.74,0.16869728209934395,0.13303769401330376,57.71,47.45,€167.98m,€163.55m
189,189,18.01.2020,Lazio,5 : 1,Sampdoria,Завершен,italy-serie-a-2019-2020,5.95,4.66,5.74,5.13,0.18229166666666669,0.11423550087873462,50.45,42.53,€303.88m,€135.28m
190,190,13.01.2020,Parma,2 : 0,Lecce,Завершен,italy-serie-a-2019-2020,4.11,4.58,4.39,4.79,0.15739769150052466,0.13888888888888887,43.63,44.58,€128.75m,€52.33m
191,191,12.01.2020,Roma,1 : 2,Juventus,Завершен,italy-serie-a-2019-2020,5.71,6.26,7.03,6.18,0.14992503748125938,0.14695077149155034,53.03,58.16,€392.73m,€661.88m
192,192,12.01.2020,Hellas Verona,2 : 1,Genoa,Завершен,italy-serie-a-2019-2020,4.45,4.13,5.45,4.37,0.14134275618374556,0.13921113689095127,49.68,49.37,€112.53m,€142.38m
193,193,12.01.2020,Fiorentina,1 : 0,SPAL,Завершен,italy-serie-a-2019-2020,5.08,3.34,5.5,4.16,0.12404580152671756,0.07179487179487179,47.53,46.55,€302.23m,€73.63m
194,194,12.01.2020,Sampdoria,5 : 1,Brescia,Завершен,italy-serie-a-2019-2020,4.66,3.68,5.13,4.21,0.11423550087873462,0.11138613861386139,42.53,40.05,€135.28m,€83.23m
195,195,12.01.2020,Torino,1 : 0,Bologna,Завершен,italy-serie-a-2019-2020,3.89,4.53,4.74,6.0,0.13303769401330376,0.1269265639165911,47.45,52.87,€163.55m,€129.65m
196,196,12.01.2020,Udinese,3 : 0,Sassuolo,Завершен,italy-serie-a-2019-2020,3.92,5.29,5.26,5.45,0.10559662090813093,0.16869728209934395,44.66,57.71,€121.08m,€167.98m
197,197,11.01.2020,Inter,1 : 1,Atalanta,Завершен,italy-serie-a-2019-2020,6.18,7.34,6.18,6.53,0.17170891251022077,0.1882693700217234,54.21,57.63,€606.05m,€291.43m
198,198,11.01.2020,Lazio,1 : 0,Napoli,Завершен,italy-serie-a-2019-2020,5.95,6.21,5.74,5.84,0.18229166666666669,0.11976047904191618,50.45,59.32,€303.88m,€548.28m
199,199,11.01.2020,Cagliari,0 : 2,Milan,Завершен,italy-serie-a-2019-2020,4.05,5.21,4.05,5.47,0.15283842794759825,0.13385826771653545,45.37,55.24,€167.83m,€404.33m
200,200,06.01.2020,Napoli,1 : 3,Inter,Завершен,italy-serie-a-2019-2020,6.21,6.18,5.84,6.18,0.11976047904191618,0.17170891251022077,59.32,54.21,€548.28m,€606.05m
201,201,06.01.2020,Lecce,0 : 1,Udinese,Завершен,italy-serie-a-2019-2020,4.58,3.92,4.79,5.26,0.13888888888888887,0.10559662090813093,44.58,44.66,€52.33m,€121.08m
202,202,06.01.2020,Atalanta,5 : 0,Parma,Завершен,italy-serie-a-2019-2020,7.34,4.11,6.53,4.39,0.1882693700217234,0.15739769150052466,57.63,43.63,€291.43m,€128.75m
203,203,06.01.2020,Juventus,4 : 0,Cagliari,Завершен,italy-serie-a-2019-2020,6.26,4.05,6.18,4.05,0.14695077149155034,0.15283842794759825,58.16,45.37,€661.88m,€167.83m
204,204,06.01.2020,Milan,0 : 0,Sampdoria,Завершен,italy-serie-a-2019-2020,5.21,4.66,5.47,5.13,0.13385826771653545,0.11423550087873462,55.24,42.53,€404.33m,€135.28m
205,205,06.01.2020,Bologna,1 : 1,Fiorentina,Завершен,italy-serie-a-2019-2020,4.53,5.08,6.0,5.5,0.1269265639165911,0.12404580152671756,52.87,47.53,€129.65m,€302.23m
206,206,05.01.2020,Roma,0 : 2,Torino,Завершен,italy-serie-a-2019-2020,5.71,3.89,7.03,4.74,0.14992503748125938,0.13303769401330376,53.03,47.45,€392.73m,€163.55m
207,207,05.01.2020,Genoa,2 : 1,Sassuolo,Завершен,italy-serie-a-2019-2020,4.13,5.29,4.37,5.45,0.13921113689095127,0.16869728209934395,49.37,57.71,€142.38m,€167.98m
208,208,05.01.2020,SPAL,0 : 2,Hellas Verona,Завершен,italy-serie-a-2019-2020,3.34,4.45,4.16,5.45,0.07179487179487179,0.14134275618374556,46.55,49.68,€73.63m,€112.53m
209,209,05.01.2020,Brescia,1 : 2,Lazio,Завершен,italy-serie-a-2019-2020,3.68,5.95,4.21,5.74,0.11138613861386139,0.18229166666666669,40.05,50.45,€83.23m,€303.88m
210,210,05.02.2020,Lazio,0 : 0,Hellas Verona,Завершен,italy-serie-a-2019-2020,5.95,4.45,5.74,5.45,0.18229166666666669,0.14134275618374556,50.45,49.68,€303.88m,€112.53m
211,211,22.12.2019,Sassuolo,1 : 2,Napoli,Завершен,italy-serie-a-2019-2020,5.29,6.21,5.45,5.84,0.16869728209934395,0.11976047904191618,57.71,59.32,€167.98m,€548.28m
212,212,22.12.2019,Lecce,2 : 3,Bologna,Завершен,italy-serie-a-2019-2020,4.58,4.53,4.79,6.0,0.13888888888888887,0.1269265639165911,44.58,52.87,€52.33m,€129.65m
213,213,22.12.2019,Parma,1 : 1,Brescia,Завершен,italy-serie-a-2019-2020,4.11,3.68,4.39,4.21,0.15739769150052466,0.11138613861386139,43.63,40.05,€128.75m,€83.23m
214,214,22.12.2019,Atalanta,5 : 0,Milan,Завершен,italy-serie-a-2019-2020,7.34,5.21,6.53,5.47,0.1882693700217234,0.13385826771653545,57.63,55.24,€291.43m,€404.33m
215,215,21.12.2019,Torino,1 : 2,SPAL,Завершен,italy-serie-a-2019-2020,3.89,3.34,4.74,4.16,0.13303769401330376,0.07179487179487179,47.45,46.55,€163.55m,€73.63m
216,216,21.12.2019,Inter,4 : 0,Genoa,Завершен,italy-serie-a-2019-2020,6.18,4.13,6.18,4.37,0.17170891251022077,0.13921113689095127,54.21,49.37,€606.05m,€142.38m
217,217,21.12.2019,Udinese,2 : 1,Cagliari,Завершен,italy-serie-a-2019-2020,3.92,4.05,5.26,4.05,0.10559662090813093,0.15283842794759825,44.66,45.37,€121.08m,€167.83m
218,218,20.12.2019,Fiorentina,1 : 4,Roma,Завершен,italy-serie-a-2019-2020,5.08,5.71,5.5,7.03,0.12404580152671756,0.14992503748125938,47.53,53.03,€302.23m,€392.73m
219,219,18.12.2019,Sampdoria,1 : 2,Juventus,Завершен,italy-serie-a-2019-2020,4.66,6.26,5.13,6.18,0.11423550087873462,0.14695077149155034,42.53,58.16,€135.28m,€661.88m
220,220,16.12.2019,Cagliari,1 : 2,Lazio,Завершен,italy-serie-a-2019-2020,4.05,5.95,4.05,5.74,0.15283842794759825,0.18229166666666669,45.37,50.45,€167.83m,€303.88m
221,221,15.12.2019,Fiorentina,1 : 1,Inter,Завершен,italy-serie-a-2019-2020,5.08,6.18,5.5,6.18,0.12404580152671756,0.17170891251022077,47.53,54.21,€302.23m,€606.05m
222,222,15.12.2019,Roma,3 : 1,SPAL,Завершен,italy-serie-a-2019-2020,5.71,3.34,7.03,4.16,0.14992503748125938,0.07179487179487179,53.03,46.55,€392.73m,€73.63m
223,223,15.12.2019,Bologna,2 : 1,Atalanta,Завершен,italy-serie-a-2019-2020,4.53,7.34,6.0,6.53,0.1269265639165911,0.1882693700217234,52.87,57.63,€129.65m,€291.43m
224,224,15.12.2019,Juventus,3 : 1,Udinese,Завершен,italy-serie-a-2019-2020,6.26,3.92,6.18,5.26,0.14695077149155034,0.10559662090813093,58.16,44.66,€661.88m,€121.08m
225,225,15.12.2019,Milan,0 : 0,Sassuolo,Завершен,italy-serie-a-2019-2020,5.21,5.29,5.47,5.45,0.13385826771653545,0.16869728209934395,55.24,57.71,€404.33m,€167.98m
226,226,15.12.2019,Hellas Verona,3 : 3,Torino,Завершен,italy-serie-a-2019-2020,4.45,3.89,5.45,4.74,0.14134275618374556,0.13303769401330376,49.68,47.45,€112.53m,€163.55m
227,227,14.12.2019,Genoa,0 : 1,Sampdoria,Завершен,italy-serie-a-2019-2020,4.13,4.66,4.37,5.13,0.13921113689095127,0.11423550087873462,49.37,42.53,€142.38m,€135.28m
228,228,14.12.2019,Napoli,1 : 2,Parma,Завершен,italy-serie-a-2019-2020,6.21,4.11,5.84,4.39,0.11976047904191618,0.15739769150052466,59.32,43.63,€548.28m,€128.75m
229,229,14.12.2019,Brescia,3 : 0,Lecce,Завершен,italy-serie-a-2019-2020,3.68,4.58,4.21,4.79,0.11138613861386139,0.13888888888888887,40.05,44.58,€83.23m,€52.33m
230,230,08.12.2019,Bologna,2 : 3,Milan,Завершен,italy-serie-a-2019-2020,4.53,5.21,6.0,5.47,0.1269265639165911,0.13385826771653545,52.87,55.24,€129.65m,€404.33m
231,231,08.12.2019,Sampdoria,0 : 1,Parma,Завершен,italy-serie-a-2019-2020,4.66,4.11,5.13,4.39,0.11423550087873462,0.15739769150052466,42.53,43.63,€135.28m,€128.75m
232,232,08.12.2019,Sassuolo,2 : 2,Cagliari,Завершен,italy-serie-a-2019-2020,5.29,4.05,5.45,4.05,0.16869728209934395,0.15283842794759825,57.71,45.37,€167.98m,€167.83m
233,233,08.12.2019,SPAL,0 : 1,Brescia,Завершен,italy-serie-a-2019-2020,3.34,3.68,4.16,4.21,0.07179487179487179,0.11138613861386139,46.55,40.05,€73.63m,€83.23m
234,234,08.12.2019,Torino,2 : 1,Fiorentina,Завершен,italy-serie-a-2019-2020,3.89,5.08,4.74,5.5,0.13303769401330376,0.12404580152671756,47.45,47.53,€163.55m,€302.23m
235,235,08.12.2019,Lecce,2 : 2,Genoa,Завершен,italy-serie-a-2019-2020,4.58,4.13,4.79,4.37,0.13888888888888887,0.13921113689095127,44.58,49.37,€52.33m,€142.38m
236,236,07.12.2019,Lazio,3 : 1,Juventus,Завершен,italy-serie-a-2019-2020,5.95,6.26,5.74,6.18,0.18229166666666669,0.14695077149155034,50.45,58.16,€303.88m,€661.88m
237,237,07.12.2019,Udinese,1 : 1,Napoli,Завершен,italy-serie-a-2019-2020,3.92,6.21,5.26,5.84,0.10559662090813093,0.11976047904191618,44.66,59.32,€121.08m,€548.28m
238,238,07.12.2019,Atalanta,3 : 2,Hellas Verona,Завершен,italy-serie-a-2019-2020,7.34,4.45,6.53,5.45,0.1882693700217234,0.14134275618374556,57.63,49.68,€291.43m,€112.53m
239,239,06.12.2019,Inter,0 : 0,Roma,Завершен,italy-serie-a-2019-2020,6.18,5.71,6.18,7.03,0.17170891251022077,0.14992503748125938,54.21,53.03,€606.05m,€392.73m
240,240,02.12.2019,Cagliari,4 : 3,Sampdoria,Завершен,italy-serie-a-2019-2020,4.05,4.66,4.05,5.13,0.15283842794759825,0.11423550087873462,45.37,42.53,€167.83m,€135.28m
241,241,01.12.2019,Hellas Verona,1 : 3,Roma,Завершен,italy-serie-a-2019-2020,4.45,5.71,5.45,7.03,0.14134275618374556,0.14992503748125938,49.68,53.03,€112.53m,€392.73m
242,242,01.12.2019,Napoli,1 : 2,Bologna,Завершен,italy-serie-a-2019-2020,6.21,4.53,5.84,6.0,0.11976047904191618,0.1269265639165911,59.32,52.87,€548.28m,€129.65m
243,243,01.12.2019,Inter,2 : 1,SPAL,Завершен,italy-serie-a-2019-2020,6.18,3.34,6.18,4.16,0.17170891251022077,0.07179487179487179,54.21,46.55,€606.05m,€73.63m
244,244,01.12.2019,Lazio,3 : 0,Udinese,Завершен,italy-serie-a-2019-2020,5.95,3.92,5.74,5.26,0.18229166666666669,0.10559662090813093,50.45,44.66,€303.88m,€121.08m
245,245,01.12.2019,Parma,0 : 1,Milan,Завершен,italy-serie-a-2019-2020,4.11,5.21,4.39,5.47,0.15739769150052466,0.13385826771653545,43.63,55.24,€128.75m,€404.33m
246,246,01.12.2019,Juventus,2 : 2,Sassuolo,Завершен,italy-serie-a-2019-2020,6.26,5.29,6.18,5.45,0.14695077149155034,0.16869728209934395,58.16,57.71,€661.88m,€167.98m
247,247,30.11.2019,Fiorentina,0 : 1,Lecce,Завершен,italy-serie-a-2019-2020,5.08,4.58,5.5,4.79,0.12404580152671756,0.13888888888888887,47.53,44.58,€302.23m,€52.33m
248,248,30.11.2019,Genoa,0 : 1,Torino,Завершен,italy-serie-a-2019-2020,4.13,3.89,4.37,4.74,0.13921113689095127,0.13303769401330376,49.37,47.45,€142.38m,€163.55m
249,249,30.11.2019,Brescia,0 : 3,Atalanta,Завершен,italy-serie-a-2019-2020,3.68,7.34,4.21,6.53,0.11138613861386139,0.1882693700217234,40.05,57.63,€83.23m,€291.43m
250,250,25.11.2019,SPAL,1 : 1,Genoa,Завершен,italy-serie-a-2019-2020,3.34,4.13,4.16,4.37,0.07179487179487179,0.13921113689095127,46.55,49.37,€73.63m,€142.38m
251,251,25.11.2019,Lecce,2 : 2,Cagliari,Завершен,italy-serie-a-2019-2020,4.58,4.05,4.79,4.05,0.13888888888888887,0.15283842794759825,44.58,45.37,€52.33m,€167.83m
252,252,24.11.2019,Sampdoria,2 : 1,Udinese,Завершен,italy-serie-a-2019-2020,4.66,3.92,5.13,5.26,0.11423550087873462,0.10559662090813093,42.53,44.66,€135.28m,€121.08m
